Breed,Color,Sex,RaiserState,GoodAppetite,FoodType,ExerciseType,GeneralComments,dog_SubStatusCode
Labrador Retriever,Yellow,M,MD,Yes,IAMS Smart Puppy,"playing with other dogs, walks, fetch","Carlyle is a very smart pup and learns new things quickly. He's getting better at his jumping. We are focusing on stairs a lot and I try to take him to as many different types of stairs as possible. His house manners are improving, but he will still take shoes given the opportunity. Overall he's a wonderful puppy and we love having him :)",0
Labrador Retriever,Yellow,M,MD,Yes,IAMS Smart Puppy,"playing with other dogs, walks, fetch","Carlyle is a very smart pup and learns new things quickly. He's getting better at his jumping. We are focusing on stairs a lot and I try to take him to as many different types of stairs as possible. His house manners are improving, but he will still take shoes given the opportunity. Overall he's a wonderful puppy and we love having him :)",0
Labrador Retriever,Yellow,M,MD,Yes,IAMS Smart Puppy,"playing with other dogs, walks, fetch","Carlyle is a very smart pup and learns new things quickly. He's getting better at his jumping. We are focusing on stairs a lot and I try to take him to as many different types of stairs as possible. His house manners are improving, but he will still take shoes given the opportunity. Overall he's a wonderful puppy and we love having him :)",0
German Shepherd,Sable,M,NH,Yes,Canidae,"Ball playing, running, walking","In class he's energetic, and regards Labs in class as ""chew toys"". Has not had home switch yet due to his age.",0
German Shepherd,Sable,M,NH,Yes,Canidae,"Ball playing, running, walking","In class he's energetic, and regards Labs in class as ""chew toys"". Has not had home switch yet due to his age.",0
German Shepherd,Sable,M,NH,Yes,Canidae,ball playing and walking and other dog,Gets excited when in a new situation.  Needs time to settle in new situations.,0
German Shepherd,Sable,M,NH,Yes,Canidae,ball playing and walking and other dog,Gets excited when in a new situation.  Needs time to settle in new situations.,0
German Shepherd,Sable,M,NH,Yes,Canidae,Ball playing,"Banner has an extremely high energy level. His confidence, traffic and noise issues are much improved, but his arousal level is high and he is difficult to refocus.",0
German Shepherd,Sable,M,NH,Yes,Canidae,Ball playing,"Banner has an extremely high energy level. His confidence, traffic and noise issues are much improved, but his arousal level is high and he is difficult to refocus.",0
Labrador Retriever,Black,F,CT,Yes,IAMS Lamb and Rice,Walks free play outings ball and bumper play,"Alice is a great pup.  She is happy,loving and always ready to meet new animals and people. Her house manners are good, she rides well in the car,she is open to new situations, and is very willing to work.  Her skills are improving as we go along.  My biggest concern is the possibility of Alice having a soft trachea and what that will mean for her future.  She was filmed during class 2/16/2013. I will follow up to be sure that the GEB Vet and Maureen get a copy.",0
Labrador Retriever,Black,F,CT,Yes,IAMS Lamb and Rice,Walks free play outings ball and bumper play,"Alice is a great pup.  She is happy,loving and always ready to meet new animals and people. Her house manners are good, she rides well in the car,she is open to new situations, and is very willing to work.  Her skills are improving as we go along.  My biggest concern is the possibility of Alice having a soft trachea and what that will mean for her future.  She was filmed during class 2/16/2013. I will follow up to be sure that the GEB Vet and Maureen get a copy.",0
Labrador Retriever,Black,F,CT,Yes,Iams Lamb and Rice,"Daily walks, free play on the yard, walks at local park,  and stream, play with Yvonne, outings","Alice is an intelligent,loving, Lab.  Alice is game for doing new and different activities, and when she gets home she enjoys her time out.  Alice is a willing worker, she enjoys her training time.At the end of the day Alice loves her snuggle time as we watch a bit of TV. If she is unable to wear a harness to do guide work I am confident that she could have another career and be successful. That is my goal for her.   ",0
Labrador Retriever,Black,F,CT,Yes,Iams Lamb and Rice,"Daily walks, free play on the yard, walks at local park,  and stream, play with Yvonne, outings","Alice is an intelligent,loving, Lab.  Alice is game for doing new and different activities, and when she gets home she enjoys her time out.  Alice is a willing worker, she enjoys her training time.At the end of the day Alice loves her snuggle time as we watch a bit of TV. If she is unable to wear a harness to do guide work I am confident that she could have another career and be successful. That is my goal for her.   ",0
Labrador Retriever,Black,F,CT,Yes,Natural Balance  Sweet Potato and Venison,"Walks, yard play, play in the lake","Alice is maturing into a sweet, happy dog that brings me a toy whenever I enter the room.  Her walks continue to improve.  Her curiosity often stops us on our walks, but we move on quickly. I look forward to her continued improvement.",0
Labrador Retriever,Black,F,CT,Yes,Natural Balance  Sweet Potato and Venison,"Walks, yard play, play in the lake","Alice is maturing into a sweet, happy dog that brings me a toy whenever I enter the room.  Her walks continue to improve.  Her curiosity often stops us on our walks, but we move on quickly. I look forward to her continued improvement.",0
Labrador Retriever,Black,M,NY,Yes,Iams,pup play/walk,Amos is doing very well! :) ,1
